Data from tira_A_muestra_2_Cen_Reflection__0__4.txt Node

Date: Tue Jun 02 13:10:48 ART 2026
User: admin22
Spectrometer: USB4F06398
Trigger mode: 4
Integration Time (sec): 2.600000E0
Scans to average: 20
Electric dark correction enabled: true
Nonlinearity correction enabled: true
Boxcar width: 3
XAxis mode: Wavelengths
Number of Pixels in Spectrum: 3648
>>>>>Begin Spectral Data<<<<<
336.322	-747.47759
336.763	-1734.26183
337.204	28744.36105
337.644	-4438.35446
338.085	-1204.5508
338.526	-1946.42073
338.966	628.97244
339.407	186.88284
339.848	-24.09217
340.288	274.68446
340.729	1565.09477
341.169	204.49954
341.61	-26.48906
342.051	103.1421
342.491	-60.14899
342.932	80.05159
343.372	119.18265
343.812	93.75697
344.253	95.59013
344.693	93.40785
345.134	84.29844
345.574	89.24222
346.014	87.02167
346.454	76.75608
346.895	83.15749
347.335	85.81557
347.775	88.63327
348.215	93.74058
348.656	90.69855
349.096	88.35296
349.536	90.25639
349.976	85.52652
350.416	84.88234
350.856	84.97597
351.296	80.86247
351.736	79.0863
352.176	82.43992
352.616	74.35619
353.056	77.22716
353.496	74.54462
353.936	72.3993
354.376	73.94583
354.815	73.45229
355.255	69.10823
355.695	71.83833
356.135	73.34811
356.575	75.0906
357.014	77.13634
357.454	78.8689
357.894	82.71253
358.333	84.87993
358.773	87.2245
359.213	80.13746
359.652	82.88002
360.092	79.32413
360.531	79.95758
360.971	79.14757
361.41	79.35039
361.85	76.89471
362.289	84.25515
362.729	83.35569
363.168	85.84615
363.607	86.07992
364.047	88.65988
364.486	89.06596
364.925	91.04629
365.365	88.43746
365.804	87.48759
366.243	86.41759
366.682	84.82176
367.122	85.22184
367.561	85.81716
368	85.87081
368.439	87.45541
368.878	87.91667
369.317	88.62936
369.756	85.88459
370.195	85.81197
370.634	87.41401
371.073	88.33181
371.512	87.05249
371.951	85.44225
372.39	86.89381
372.829	91.20248
373.268	92.86037
373.707	92.80998
374.145	90.12514
374.584	92.44623
375.023	94.41878
375.462	90.74827
375.9	87.89671
376.339	83.88932
376.778	86.22633
377.216	87.4979
377.655	85.7955
378.094	84.52943
378.532	87.42561
378.971	87.13718
379.409	85.79003
379.848	85.1102
380.286	85.42566
380.725	86.08383
381.163	84.14544
381.602	86.40607
382.04	87.8785
382.478	90.47851
382.917	89.36959
383.355	87.22932
383.793	87.9625
384.232	91.11983
384.67	89.77381
385.108	90.36725
385.546	90.52858
385.984	90.15671
386.423	90.64591
386.861	89.67612
387.299	89.33141
387.737	88.87437
388.175	89.19227
388.613	88.51872
389.051	86.96715
389.489	87.38154
389.927	87.36205
390.365	86.96908
390.803	86.19294
391.241	85.62103
391.679	86.29322
392.117	87.6866
392.554	88.84864
392.992	89.25199
393.43	87.89832
393.868	87.18348
394.306	87.83575
394.743	88.93619
395.181	88.43024
395.619	89.79145
396.056	91.19619
396.494	91.36498
396.932	91.79307
397.369	90.08099
397.807	90.22442
398.244	91.09385
398.682	89.08818
399.119	87.65807
399.557	88.48606
399.994	87.9547
400.431	88.43117
400.869	88.75176
401.306	88.76007
401.744	88.1835
402.181	87.48867
402.618	89.33494
403.055	89.14725
403.493	89.96939
403.93	87.60003
404.367	87.55283
404.804	88.44923
405.241	88.82089
405.679	86.68868
406.116	86.83917
406.553	85.63612
406.99	86.66884
407.427	85.37378
407.864	84.92966
408.301	83.35684
408.738	83.55344
409.175	84.20157
409.612	85.45261
410.049	85.8139
410.486	86.46405
410.922	87.66613
411.359	88.9027
411.796	89.2728
412.233	89.89798
412.67	89.98988
413.106	88.59092
413.543	87.96979
413.98	87.44402
414.416	86.05435
414.853	84.9908
415.29	84.22059
415.726	80.88902
416.163	81.29355
416.599	81.53948
417.036	80.59981
417.472	81.43502
417.909	81.42113
418.345	80.88348
418.782	83.98616
419.218	83.69581
419.655	84.26424
420.091	84.27254
420.527	84.40066
420.964	84.66558
421.4	85.38758
421.836	84.84458
422.272	85.31828
422.709	84.07549
423.145	83.36153
423.581	83.47
424.017	82.8659
424.453	82.3107
424.889	81.5158
425.326	81.05991
425.762	81.67689
426.198	82.33935
426.634	82.08668
427.07	82.51799
427.506	81.83769
427.942	82.12739
428.377	81.91889
428.813	81.82639
429.249	81.23662
