Data from tira_A_muestra_1_Arr_Reflection__0__12.txt Node

Date: Tue Jun 02 13:42:00 ART 2026
User: admin22
Spectrometer: USB4F06398
Trigger mode: 4
Integration Time (sec): 2.600000E0
Scans to average: 20
Electric dark correction enabled: true
Nonlinearity correction enabled: true
Boxcar width: 3
XAxis mode: Wavelengths
Number of Pixels in Spectrum: 3648
>>>>>Begin Spectral Data<<<<<
336.322	-1541.29498
336.763	-4423.2065
337.204	64647.08309
337.644	-9278.9094
338.085	-3409.75798
338.526	-7419.37192
338.966	11120.34162
339.407	-2875.75909
339.848	-265.78778
340.288	-14.02609
340.729	1190.79219
341.169	318.79702
341.61	-131.65264
342.051	-98.27054
342.491	245.89176
342.932	100.67231
343.372	106.61126
343.812	81.20145
344.253	85.38894
344.693	83.88046
345.134	74.37484
345.574	82.5315
346.014	84.00671
346.454	79.72653
346.895	80.20103
347.335	78.89035
347.775	84.98637
348.215	86.51173
348.656	77.46342
349.096	72.44014
349.536	77.26772
349.976	74.6164
350.416	78.61819
350.856	74.24272
351.296	78.06794
351.736	79.23919
352.176	86.04691
352.616	81.42203
353.056	80.22317
353.496	78.12991
353.936	79.15768
354.376	72.40747
354.815	72.185
355.255	66.20206
355.695	69.57888
356.135	45.92627
356.575	43.95985
357.014	41.6235
357.454	43.64118
357.894	48.61572
358.333	52.48989
358.773	52.10437
359.213	77.59238
359.652	81.02103
360.092	80.09137
360.531	83.03346
360.971	81.49637
361.41	79.75946
361.85	80.44843
362.289	82.85264
362.729	81.27796
363.168	82.67622
363.607	84.66117
364.047	85.46016
364.486	88.1586
364.925	88.09304
365.365	87.32822
365.804	88.95588
366.243	91.33634
366.682	87.36638
367.122	85.58273
367.561	86.76497
368	88.31449
368.439	89.72998
368.878	89.70562
369.317	85.65328
369.756	84.65024
370.195	85.0929
370.634	83.78654
371.073	85.7703
371.512	85.22721
371.951	83.36237
372.39	87.14248
372.829	87.49645
373.268	91.55018
373.707	91.36076
374.145	86.21153
374.584	86.47547
375.023	92.50493
375.462	89.06368
375.9	89.3159
376.339	82.89345
376.778	88.15554
377.216	88.87705
377.655	87.99306
378.094	83.6138
