 ,Label,Area,Perim.,Circ.,Feret,FeretX,FeretY,FeretAngle,MinFeret,AR,Round,Solidity
1,4D-C-Z4.tif,0.005,0.320,0.620,0.113,298,12,22.834,0.079,1.508,0.663,0.803
2,4D-C-Z4.tif,0.005,0.403,0.407,0.134,474,10,9.462,0.075,1.532,0.653,0.704
3,4D-C-Z4.tif,0.004,0.267,0.646,0.101,161,20,60.642,0.056,1.912,0.523,0.823
4,4D-C-Z4.tif,0.004,0.307,0.568,0.108,549,3,104.744,0.060,1.872,0.534,0.794
5,4D-C-Z4.tif,0.003,0.322,0.407,0.101,899,20,67.620,0.072,1.851,0.540,0.679
6,4D-C-Z4.tif,0.007,0.351,0.681,0.129,346,4,140.194,0.089,1.517,0.659,0.850
7,4D-C-Z4.tif,0.004,0.225,0.880,0.079,715,16,56.310,0.066,1.212,0.825,0.893
8,4D-C-Z4.tif,0.011,0.433,0.741,0.155,874,30,62.526,0.110,1.327,0.754,0.899
9,4D-C-Z4.tif,0.002,0.156,0.967,0.059,943,5,111.801,0.044,1.181,0.847,0.912
10,4D-C-Z4.tif,0.002,0.198,0.735,0.072,448,14,32.471,0.053,1.308,0.764,0.835
11,4D-C-Z4.tif,0.003,0.237,0.656,0.098,595,6,141.843,0.050,2.232,0.448,0.808
12,4D-C-Z4.tif,0.003,0.191,0.880,0.069,952,17,61.390,0.056,1.238,0.808,0.884
13,4D-C-Z4.tif,0.008,0.394,0.642,0.150,77,24,36.027,0.091,1.687,0.593,0.868
14,4D-C-Z4.tif,0.003,0.272,0.459,0.115,854,19,35.218,0.044,2.845,0.351,0.704
15,4D-C-Z4.tif,0.006,0.406,0.460,0.121,496,8,136.848,0.094,1.251,0.800,0.715
16,4D-C-Z4.tif,0.002,0.172,0.851,0.059,528,10,158.199,0.052,1.035,0.967,0.852
17,4D-C-Z4.tif,0.002,0.183,0.649,0.068,771,13,165.964,0.044,1.609,0.621,0.786
18,4D-C-Z4.tif,0.002,0.180,0.708,0.072,909,15,22.620,0.044,1.936,0.516,0.789
19,4D-C-Z4.tif,0.027,0.904,0.408,0.241,566,25,169.461,0.185,1.369,0.731,0.790
20,4D-C-Z4.tif,0.006,0.448,0.358,0.144,32,10,122.471,0.070,2.094,0.478,0.723
21,4D-C-Z4.tif,0.019,0.673,0.526,0.249,209,13,133.210,0.116,2.442,0.409,0.831
22,4D-C-Z4.tif,0.002,0.198,0.629,0.072,566,19,32.471,0.048,1.582,0.632,0.798
23,4D-C-Z4.tif,0.006,0.370,0.567,0.128,912,18,172.569,0.083,1.536,0.651,0.785
24,4D-C-Z4.tif,0.005,0.288,0.694,0.107,243,12,124.509,0.071,1.621,0.617,0.846
25,4D-C-Z4.tif,0.004,0.263,0.701,0.090,310,22,42.510,0.075,1.213,0.824,0.847
26,4D-C-Z4.tif,0.002,0.167,0.844,0.062,368,13,135.000,0.049,1.302,0.768,0.867
27,4D-C-Z4.tif,0.013,0.615,0.444,0.210,676,47,66.801,0.112,2.355,0.425,0.754
28,4D-C-Z4.tif,0.004,0.301,0.603,0.101,704,28,67.620,0.070,1.473,0.679,0.823
29,4D-C-Z4.tif,0.002,0.165,0.710,0.070,745,19,38.660,0.036,2.126,0.470,0.843
30,4D-C-Z4.tif,0.006,0.390,0.495,0.110,722,18,162.474,0.086,1.274,0.785,0.800
31,4D-C-Z4.tif,0.020,0.623,0.643,0.234,451,48,48.814,0.136,1.730,0.578,0.865
32,4D-C-Z4.tif,0.012,0.511,0.572,0.185,326,44,63.435,0.109,1.812,0.552,0.798
33,4D-C-Z4.tif,0.009,0.477,0.478,0.172,627,14,106.699,0.079,2.249,0.445,0.774
34,4D-C-Z4.tif,0.004,0.266,0.625,0.090,179,15,137.490,0.071,1.196,0.836,0.835
35,4D-C-Z4.tif,0.003,0.214,0.757,0.074,443,16,116.565,0.066,1.097,0.911,0.850
36,4D-C-Z4.tif,0.001,0.164,0.580,0.057,940,24,60.945,0.048,1.381,0.724,0.713
37,4D-C-Z4.tif,0.001,0.139,0.882,0.054,963,17,156.038,0.033,1.527,0.655,0.909
38,4D-C-Z4.tif,0.002,0.204,0.474,0.082,434,17,109.654,0.039,2.230,0.448,0.703
39,4D-C-Z4.tif,0.001,0.134,0.761,0.052,776,18,147.995,0.033,1.506,0.664,0.837
40,4D-C-Z4.tif,0.001,0.148,0.795,0.059,958,27,68.199,0.039,1.643,0.608,0.860
41,4D-C-Z4.tif,0.003,0.214,0.774,0.083,189,19,143.130,0.058,1.473,0.679,0.861
42,4D-C-Z4.tif,0.006,0.308,0.751,0.113,394,30,29.055,0.076,1.348,0.742,0.878
43,4D-C-Z4.tif,0.007,0.464,0.396,0.171,415,45,56.821,0.075,2.836,0.353,0.677
44,4D-C-Z4.tif,0.002,0.241,0.494,0.083,759,22,172.405,0.055,1.603,0.624,0.688
45,4D-C-Z4.tif,0.003,0.248,0.704,0.087,796,34,71.565,0.066,1.270,0.788,0.838
46,4D-C-Z4.tif,0.004,0.337,0.496,0.131,62,20,112.249,0.065,2.144,0.466,0.749
47,4D-C-Z4.tif,0.009,0.545,0.397,0.160,106,20,105.945,0.107,1.502,0.666,0.769
48,4D-C-Z4.tif,0.002,0.197,0.500,0.087,158,26,18.435,0.032,2.935,0.341,0.785
49,4D-C-Z4.tif,0.001,0.142,0.793,0.049,950,29,63.435,0.043,1.233,0.811,0.840
50,4D-C-Z4.tif,0.007,0.342,0.796,0.126,280,30,156.801,0.089,1.364,0.733,0.891
51,4D-C-Z4.tif,0.007,0.349,0.704,0.139,531,24,161.565,0.077,1.585,0.631,0.872
52,4D-C-Z4.tif,0.009,0.478,0.486,0.168,748,52,78.690,0.101,1.815,0.551,0.760
53,4D-C-Z4.tif,0.001,0.176,0.465,0.064,253,33,59.036,0.042,1.630,0.613,0.650
54,4D-C-Z4.tif,0.003,0.209,0.851,0.083,306,23,143.130,0.054,1.587,0.630,0.895
55,4D-C-Z4.tif,0.002,0.223,0.581,0.080,353,38,74.055,0.050,1.635,0.612,0.772
56,4D-C-Z4.tif,0.005,0.331,0.593,0.116,855,24,121.430,0.079,1.518,0.659,0.786
57,4D-C-Z4.tif,0.007,0.358,0.678,0.134,974,27,160.821,0.077,1.819,0.550,0.870
58,4D-C-Z4.tif,0.005,0.297,0.695,0.103,80,25,115.201,0.070,1.392,0.719,0.866
59,4D-C-Z4.tif,0.002,0.256,0.406,0.079,150,25,114.775,0.061,1.324,0.755,0.619
60,4D-C-Z4.tif,0.013,0.469,0.733,0.160,479,25,105.945,0.119,1.247,0.802,0.891
61,4D-C-Z4.tif,0.002,0.197,0.513,0.077,811,27,158.962,0.042,2.140,0.467,0.689
62,4D-C-Z4.tif,0.002,0.228,0.475,0.078,939,25,135.000,0.054,1.360,0.735,0.663
63,4D-C-Z4.tif,0.001,0.147,0.673,0.052,1003,35,71.565,0.042,1.231,0.812,0.731
64,4D-C-Z4.tif,0.001,0.147,0.603,0.060,242,28,146.310,0.035,1.899,0.526,0.747
65,4D-C-Z4.tif,0.004,0.298,0.608,0.116,358,39,25.346,0.062,2.032,0.492,0.828
66,4D-C-Z4.tif,0.007,0.475,0.394,0.143,508,32,157.380,0.108,1.212,0.825,0.666
67,4D-C-Z4.tif,0.004,0.258,0.732,0.104,891,34,18.435,0.058,1.757,0.569,0.853
68,4D-C-Z4.tif,0.007,0.421,0.489,0.142,1009,52,76.504,0.075,2.167,0.461,0.778
69,4D-C-Z4.tif,0.002,0.242,0.430,0.077,172,28,111.038,0.053,1.667,0.600,0.688
70,4D-C-Z4.tif,0.010,0.456,0.632,0.192,707,30,140.826,0.088,2.224,0.450,0.864
71,4D-C-Z4.tif,0.004,0.301,0.524,0.096,843,28,120.964,0.071,1.262,0.793,0.762
72,4D-C-Z4.tif,0.001,0.170,0.620,0.063,193,40,74.745,0.039,1.816,0.551,0.777
73,4D-C-Z4.tif,0.002,0.166,0.692,0.060,620,38,56.310,0.046,1.521,0.658,0.794
74,4D-C-Z4.tif,0.005,0.280,0.821,0.099,913,31,160.560,0.072,1.310,0.763,0.906
75,4D-C-Z4.tif,0.005,0.283,0.734,0.098,205,31,128.157,0.079,1.090,0.917,0.865
76,4D-C-Z4.tif,0.013,0.515,0.595,0.171,374,60,69.228,0.111,1.532,0.653,0.838
77,4D-C-Z4.tif,0.012,0.451,0.720,0.158,964,30,119.249,0.106,1.483,0.674,0.877
78,4D-C-Z4.tif,0.009,0.422,0.611,0.150,774,31,118.443,0.098,1.573,0.636,0.799
79,4D-C-Z4.tif,0.004,0.339,0.447,0.106,880,34,117.897,0.076,1.634,0.612,0.711
80,4D-C-Z4.tif,0.002,0.191,0.755,0.079,311,36,146.310,0.046,1.817,0.550,0.832
81,4D-C-Z4.tif,0.010,0.547,0.415,0.189,144,57,35.538,0.103,1.989,0.503,0.703
82,4D-C-Z4.tif,0.010,0.464,0.587,0.178,424,67,68.199,0.105,1.938,0.516,0.797
83,4D-C-Z4.tif,0.006,0.329,0.716,0.115,542,54,54.782,0.091,1.151,0.869,0.883
84,4D-C-Z4.tif,0.002,0.226,0.543,0.067,653,47,55.008,0.056,1.247,0.802,0.741
85,4D-C-Z4.tif,0.015,0.630,0.481,0.245,818,38,135.909,0.113,2.581,0.388,0.790
86,4D-C-Z4.tif,0.009,0.403,0.672,0.155,55,38,112.932,0.091,1.722,0.581,0.864
87,4D-C-Z4.tif,0.002,0.200,0.611,0.070,698,50,71.565,0.049,1.367,0.731,0.780
88,4D-C-Z4.tif,0.003,0.239,0.672,0.087,897,51,55.305,0.055,1.306,0.766,0.828
89,4D-C-Z4.tif,0.005,0.299,0.695,0.118,34,54,37.405,0.072,1.719,0.582,0.874
90,4D-C-Z4.tif,0.002,0.226,0.550,0.084,259,47,11.310,0.049,1.972,0.507,0.736
91,4D-C-Z4.tif,0.007,0.389,0.576,0.142,17,58,35.538,0.091,1.584,0.631,0.774
92,4D-C-Z4.tif,0.008,0.560,0.304,0.178,92,43,158.199,0.092,2.261,0.442,0.657
93,4D-C-Z4.tif,0.001,0.180,0.484,0.062,614,50,63.435,0.046,1.378,0.726,0.672
94,4D-C-Z4.tif,0.002,0.183,0.627,0.075,735,49,36.027,0.039,2.202,0.454,0.786
95,4D-C-Z4.tif,0.002,0.183,0.649,0.070,987,50,51.340,0.043,1.704,0.587,0.776
96,4D-C-Z4.tif,0.002,0.152,0.861,0.059,504,41,131.186,0.043,1.300,0.769,0.874
97,4D-C-Z4.tif,0.003,0.237,0.690,0.087,558,54,55.305,0.060,1.369,0.730,0.816
98,4D-C-Z4.tif,0.014,0.593,0.514,0.199,943,42,138.366,0.141,1.495,0.669,0.807
99,4D-C-Z4.tif,0.002,0.198,0.648,0.075,245,49,17.103,0.042,2.171,0.461,0.779
100,4D-C-Z4.tif,0.006,0.306,0.740,0.115,520,44,125.218,0.074,1.681,0.595,0.845
101,4D-C-Z4.tif,0.004,0.264,0.667,0.096,636,53,30.964,0.070,1.467,0.682,0.780
102,4D-C-Z4.tif,0.008,0.409,0.616,0.129,274,47,129.806,0.107,1.244,0.804,0.831
103,4D-C-Z4.tif,0.001,0.189,0.524,0.064,860,47,160.017,0.042,1.368,0.731,0.721
104,4D-C-Z4.tif,0.002,0.167,0.817,0.060,294,45,123.690,0.049,1.157,0.865,0.851
105,4D-C-Z4.tif,0.006,0.347,0.677,0.122,336,66,54.162,0.092,1.254,0.798,0.826
106,4D-C-Z4.tif,0.003,0.319,0.430,0.109,706,45,139.086,0.071,1.411,0.708,0.673
107,4D-C-Z4.tif,0.003,0.237,0.629,0.091,573,54,25.017,0.056,1.722,0.581,0.785
108,4D-C-Z4.tif,0.005,0.307,0.668,0.123,800,47,169.695,0.061,2.058,0.486,0.866
109,4D-C-Z4.tif,0.024,0.826,0.444,0.249,598,47,114.864,0.160,1.660,0.603,0.746
110,4D-C-Z4.tif,0.009,0.576,0.324,0.202,694,47,101.004,0.079,2.964,0.337,0.709
111,4D-C-Z4.tif,0.007,0.449,0.448,0.147,920,47,124.287,0.086,1.630,0.614,0.738
112,4D-C-Z4.tif,0.004,0.265,0.677,0.100,306,48,99.462,0.058,1.938,0.516,0.814
113,4D-C-Z4.tif,0.007,0.378,0.653,0.139,395,55,173.157,0.081,1.635,0.612,0.832
114,4D-C-Z4.tif,0.004,0.269,0.752,0.106,912,66,68.749,0.061,1.715,0.583,0.894
115,4D-C-Z4.tif,0.026,0.714,0.642,0.237,450,49,111.801,0.164,1.439,0.695,0.877
116,4D-C-Z4.tif,0.001,0.137,0.887,0.054,631,58,66.038,0.033,1.521,0.658,0.917
117,4D-C-Z4.tif,0.005,0.337,0.526,0.116,76,71,84.560,0.076,1.628,0.614,0.773
118,4D-C-Z4.tif,0.004,0.289,0.670,0.110,355,52,143.130,0.075,1.657,0.603,0.805
119,4D-C-Z4.tif,0.010,0.563,0.404,0.151,763,51,123.111,0.117,1.250,0.800,0.774
120,4D-C-Z4.tif,0.001,0.163,0.575,0.055,192,58,36.870,0.043,1.526,0.655,0.708
121,4D-C-Z4.tif,0.002,0.172,0.800,0.067,249,55,9.462,0.041,1.651,0.606,0.855
122,4D-C-Z4.tif,0.007,0.359,0.658,0.133,654,64,24.444,0.091,1.555,0.643,0.821
123,4D-C-Z4.tif,0.003,0.336,0.375,0.117,728,53,171.870,0.066,1.906,0.525,0.600
124,4D-C-Z4.tif,0.002,0.197,0.696,0.082,847,52,137.726,0.049,1.629,0.614,0.840
125,4D-C-Z4.tif,0.002,0.220,0.517,0.081,487,55,151.699,0.046,2.240,0.446,0.677
126,4D-C-Z4.tif,0.003,0.204,0.772,0.085,505,56,165.069,0.039,2.012,0.497,0.928
127,4D-C-Z4.tif,0.004,0.299,0.546,0.111,202,57,153.435,0.069,1.873,0.534,0.757
128,4D-C-Z4.tif,0.003,0.275,0.428,0.101,298,72,77.471,0.050,2.075,0.482,0.688
129,4D-C-Z4.tif,0.002,0.200,0.592,0.073,482,54,102.995,0.044,1.703,0.587,0.765
130,4D-C-Z4.tif,0.006,0.377,0.539,0.131,34,56,146.976,0.073,1.939,0.516,0.806
131,4D-C-Z4.tif,0.008,0.376,0.673,0.128,259,79,82.569,0.095,1.385,0.722,0.832
132,4D-C-Z4.tif,0.005,0.305,0.722,0.111,320,75,69.775,0.075,1.702,0.588,0.856
133,4D-C-Z4.tif,0.002,0.202,0.581,0.082,178,64,19.654,0.037,2.512,0.398,0.805
134,4D-C-Z4.tif,0.010,0.450,0.596,0.182,123,88,64.983,0.092,2.059,0.486,0.851
135,4D-C-Z4.tif,0.003,0.230,0.788,0.084,715,59,121.608,0.061,1.348,0.742,0.855
136,4D-C-Z4.tif,0.002,0.191,0.576,0.076,806,61,149.744,0.044,2.076,0.482,0.724
137,4D-C-Z4.tif,0.032,0.880,0.514,0.240,982,95,53.393,0.215,1.091,0.916,0.838
138,4D-C-Z4.tif,0.011,0.497,0.554,0.180,84,66,148.736,0.096,1.866,0.536,0.802
139,4D-C-Z4.tif,0.004,0.299,0.542,0.096,222,77,66.371,0.072,1.487,0.672,0.782
140,4D-C-Z4.tif,0.006,0.340,0.687,0.130,349,61,117.646,0.076,1.806,0.554,0.810
141,4D-C-Z4.tif,0.001,0.176,0.514,0.077,373,68,21.038,0.033,2.390,0.418,0.750
142,4D-C-Z4.tif,0.007,0.358,0.648,0.142,645,86,76.504,0.072,2.025,0.494,0.865
143,4D-C-Z4.tif,0.002,0.272,0.356,0.094,851,69,28.072,0.052,1.919,0.521,0.613
144,4D-C-Z4.tif,0.002,0.189,0.691,0.077,57,62,94.086,0.037,2.241,0.446,0.839
145,4D-C-Z4.tif,0.010,0.489,0.527,0.161,528,62,97.853,0.107,1.680,0.595,0.774
146,4D-C-Z4.tif,0.012,0.478,0.675,0.160,560,65,130.815,0.118,1.294,0.773,0.861
147,4D-C-Z4.tif,0.010,0.495,0.526,0.182,737,75,165.964,0.110,1.691,0.591,0.789
148,4D-C-Z4.tif,0.014,0.668,0.389,0.176,187,64,128.660,0.131,1.402,0.713,0.798
149,4D-C-Z4.tif,0.008,0.369,0.697,0.131,510,64,104.621,0.083,1.516,0.660,0.880
150,4D-C-Z4.tif,0.009,0.432,0.574,0.174,868,64,145.305,0.087,1.861,0.537,0.855
151,4D-C-Z4.tif,0.006,0.313,0.738,0.121,488,79,39.472,0.077,1.515,0.660,0.913
152,4D-C-Z4.tif,0.006,0.356,0.568,0.113,678,67,140.906,0.087,1.257,0.796,0.808
153,4D-C-Z4.tif,0.002,0.178,0.863,0.072,898,71,22.620,0.044,1.631,0.613,0.900
154,4D-C-Z4.tif,0.004,0.253,0.756,0.086,791,80,63.435,0.073,1.085,0.921,0.833
155,4D-C-Z4.tif,0.009,0.542,0.385,0.152,386,70,136.469,0.119,1.408,0.710,0.656
156,4D-C-Z4.tif,0.002,0.198,0.629,0.075,168,71,162.897,0.043,1.807,0.553,0.812
157,4D-C-Z4.tif,0.001,0.172,0.619,0.063,237,68,127.875,0.043,1.828,0.547,0.733
158,4D-C-Z4.tif,0.005,0.279,0.775,0.100,421,79,9.462,0.075,1.283,0.779,0.871
159,4D-C-Z4.tif,0.006,0.394,0.521,0.131,938,85,33.024,0.095,1.616,0.619,0.779
160,4D-C-Z4.tif,0.002,0.197,0.532,0.067,25,69,155.556,0.039,1.666,0.600,0.788
161,4D-C-Z4.tif,0.002,0.211,0.648,0.085,546,69,104.931,0.044,2.324,0.430,0.822
162,4D-C-Z4.tif,0.001,0.161,0.722,0.069,7,71,151.390,0.036,2.157,0.464,0.784
163,4D-C-Z4.tif,0.008,0.429,0.579,0.146,269,83,19.799,0.097,1.431,0.699,0.825
164,4D-C-Z4.tif,0.003,0.323,0.365,0.096,921,71,120.964,0.062,1.652,0.605,0.714
165,4D-C-Z4.tif,0.006,0.409,0.480,0.144,588,71,130.365,0.089,1.745,0.573,0.790
166,4D-C-Z4.tif,0.005,0.312,0.643,0.126,816,71,118.811,0.059,2.269,0.441,0.859
167,4D-C-Z4.tif,0.006,0.326,0.759,0.106,143,87,21.251,0.095,1.165,0.858,0.872
168,4D-C-Z4.tif,0.008,0.361,0.730,0.142,801,98,76.504,0.080,1.818,0.550,0.891
169,4D-C-Z4.tif,0.001,0.145,0.848,0.054,904,80,23.962,0.039,1.154,0.867,0.862
170,4D-C-Z4.tif,0.008,0.397,0.609,0.128,331,92,25.463,0.102,1.201,0.832,0.799
171,4D-C-Z4.tif,0.002,0.156,0.873,0.062,710,82,26.565,0.044,1.285,0.779,0.868
172,4D-C-Z4.tif,0.007,0.403,0.574,0.136,853,74,121.759,0.086,1.791,0.558,0.792
173,4D-C-Z4.tif,0.004,0.301,0.607,0.113,368,75,133.025,0.075,1.908,0.524,0.759
174,4D-C-Z4.tif,0.004,0.285,0.588,0.106,300,79,171.027,0.055,1.923,0.520,0.820
175,4D-C-Z4.tif,0.006,0.339,0.681,0.111,721,89,5.711,0.089,1.254,0.798,0.823
176,4D-C-Z4.tif,0.005,0.286,0.722,0.095,975,93,79.992,0.072,1.339,0.747,0.866
177,4D-C-Z4.tif,0.002,0.228,0.388,0.072,69,81,8.746,0.054,1.914,0.523,0.624
178,4D-C-Z4.tif,0.003,0.233,0.661,0.096,241,78,149.036,0.052,2.001,0.500,0.810
179,4D-C-Z4.tif,0.003,0.226,0.669,0.087,834,93,71.565,0.050,1.950,0.513,0.822
180,4D-C-Z4.tif,0.004,0.237,0.784,0.079,88,93,77.905,0.072,1.089,0.919,0.856
181,4D-C-Z4.tif,0.001,0.152,0.728,0.064,624,79,109.983,0.028,2.399,0.417,0.880
182,4D-C-Z4.tif,0.018,0.571,0.699,0.197,490,80,125.910,0.127,1.553,0.644,0.887
183,4D-C-Z4.tif,0.010,0.471,0.562,0.142,652,86,144.462,0.112,1.250,0.800,0.822
184,4D-C-Z4.tif,0.009,0.392,0.733,0.143,225,104,62.447,0.096,1.546,0.647,0.885
185,4D-C-Z4.tif,0.002,0.185,0.564,0.064,440,86,19.983,0.050,1.334,0.750,0.667
186,4D-C-Z4.tif,0.004,0.344,0.461,0.140,46,83,138.180,0.062,2.473,0.404,0.735
187,4D-C-Z4.tif,0.003,0.231,0.607,0.080,903,91,15.945,0.054,1.600,0.625,0.780
188,4D-C-Z4.tif,0.002,0.159,0.883,0.059,257,92,41.186,0.044,1.124,0.889,0.908
189,4D-C-Z4.tif,0.003,0.226,0.654,0.083,781,85,126.870,0.057,1.784,0.560,0.779
190,4D-C-Z4.tif,0.002,0.228,0.592,0.090,877,99,79.380,0.047,2.489,0.402,0.779
191,4D-C-Z4.tif,0.005,0.384,0.426,0.130,637,84,102.265,0.071,1.746,0.573,0.745
192,4D-C-Z4.tif,0.004,0.290,0.627,0.117,683,98,41.186,0.061,2.117,0.472,0.797
193,4D-C-Z4.tif,0.007,0.394,0.583,0.152,542,106,49.399,0.082,1.883,0.531,0.817
194,4D-C-Z4.tif,0.003,0.283,0.496,0.108,748,86,165.256,0.059,1.785,0.560,0.715
195,4D-C-Z4.tif,0.001,0.130,0.883,0.054,32,91,23.962,0.033,1.710,0.585,0.876
196,4D-C-Z4.tif,0.009,0.449,0.549,0.156,464,90,137.862,0.103,1.490,0.671,0.838
197,4D-C-Z4.tif,0.010,0.495,0.531,0.145,298,111,65.376,0.125,1.171,0.854,0.792
198,4D-C-Z4.tif,0.001,0.134,0.719,0.047,925,87,125.538,0.037,1.216,0.822,0.810
199,4D-C-Z4.tif,0.004,0.311,0.576,0.111,13,88,95.711,0.071,1.520,0.658,0.783
200,4D-C-Z4.tif,0.010,0.427,0.703,0.139,416,88,108.435,0.120,1.056,0.947,0.868
201,4D-C-Z4.tif,0.007,0.346,0.686,0.133,430,112,82.875,0.069,1.981,0.505,0.878
202,4D-C-Z4.tif,0.005,0.346,0.520,0.119,834,106,56.310,0.087,1.514,0.660,0.748
203,4D-C-Z4.tif,0.006,0.351,0.654,0.117,157,106,41.186,0.090,1.401,0.714,0.819
204,4D-C-Z4.tif,0.005,0.353,0.491,0.121,193,104,43.152,0.084,1.222,0.818,0.705
205,4D-C-Z4.tif,0.008,0.388,0.692,0.152,511,111,43.531,0.089,1.710,0.585,0.867
206,4D-C-Z4.tif,0.005,0.325,0.570,0.124,122,97,167.196,0.073,1.826,0.548,0.788
207,4D-C-Z4.tif,0.009,0.419,0.649,0.145,370,98,150.524,0.106,1.349,0.741,0.820
208,4D-C-Z4.tif,0.001,0.153,0.732,0.059,709,99,41.186,0.042,1.709,0.585,0.769
209,4D-C-Z4.tif,0.002,0.194,0.517,0.077,356,97,21.038,0.039,2.020,0.495,0.699
210,4D-C-Z4.tif,0.001,0.173,0.597,0.078,806,101,45.000,0.031,3.000,0.333,0.790
211,4D-C-Z4.tif,0.018,0.645,0.543,0.213,937,103,169.563,0.144,1.409,0.710,0.823
212,4D-C-Z4.tif,0.002,0.170,0.831,0.063,176,98,164.745,0.047,1.277,0.783,0.824
213,4D-C-Z4.tif,0.002,0.189,0.606,0.083,261,93,143.130,0.038,2.569,0.389,0.765
214,4D-C-Z4.tif,0.002,0.200,0.716,0.070,744,105,71.565,0.055,1.354,0.738,0.838
215,4D-C-Z4.tif,0.006,0.390,0.455,0.128,876,104,25.463,0.071,1.929,0.519,0.771
216,4D-C-Z4.tif,0.002,0.205,0.735,0.080,47,98,164.055,0.050,1.535,0.651,0.862
217,4D-C-Z4.tif,0.005,0.309,0.601,0.113,322,105,29.055,0.075,1.480,0.676,0.786
218,4D-C-Z4.tif,0.007,0.394,0.541,0.165,574,94,119.982,0.063,2.810,0.356,0.845
219,4D-C-Z4.tif,0.002,0.158,0.782,0.062,780,96,135.000,0.039,1.542,0.649,0.823
220,4D-C-Z4.tif,0.021,0.837,0.382,0.243,103,139,86.100,0.168,1.603,0.624,0.714
221,4D-C-Z4.tif,0.002,0.187,0.792,0.072,28,97,157.380,0.046,1.695,0.590,0.825
222,4D-C-Z4.tif,0.004,0.295,0.516,0.100,274,102,6.340,0.059,1.700,0.588,0.754
223,4D-C-Z4.tif,0.005,0.312,0.678,0.106,589,97,152.103,0.077,1.113,0.898,0.847
224,4D-C-Z4.tif,0.003,0.263,0.597,0.092,611,106,17.354,0.065,1.270,0.788,0.769
225,4D-C-Z4.tif,0.001,0.158,0.659,0.054,145,100,156.038,0.039,1.392,0.718,0.775
226,4D-C-Z4.tif,0.001,0.175,0.534,0.072,343,98,171.254,0.028,3.020,0.331,0.775
227,4D-C-Z4.tif,0.005,0.311,0.653,0.111,723,97,122.905,0.076,1.358,0.736,0.816
228,4D-C-Z4.tif,0.004,0.283,0.610,0.101,809,109,22.380,0.072,1.572,0.636,0.783
229,4D-C-Z4.tif,0.005,0.358,0.473,0.130,648,107,12.265,0.077,1.725,0.580,0.729
230,4D-C-Z4.tif,0.004,0.286,0.661,0.094,708,101,130.236,0.072,1.344,0.744,0.814
231,4D-C-Z4.tif,0.008,0.449,0.496,0.157,910,126,79.875,0.093,1.884,0.531,0.730
232,4D-C-Z4.tif,0.004,0.278,0.684,0.101,449,108,12.529,0.064,1.613,0.620,0.825
233,4D-C-Z4.tif,0.006,0.325,0.696,0.113,84,115,39.094,0.085,1.356,0.738,0.862
234,4D-C-Z4.tif,0.005,0.267,0.838,0.094,768,102,130.236,0.077,1.208,0.828,0.895
235,4D-C-Z4.tif,0.001,0.186,0.407,0.079,701,101,102.095,0.027,3.723,0.269,0.649
236,4D-C-Z4.tif,0.006,0.383,0.507,0.134,235,107,145.008,0.077,1.871,0.534,0.760
237,4D-C-Z4.tif,0.002,0.189,0.588,0.076,561,105,149.744,0.039,2.314,0.432,0.743
238,4D-C-Z4.tif,0.002,0.172,0.645,0.064,694,102,109.983,0.038,2.037,0.491,0.787
239,4D-C-Z4.tif,0.001,0.170,0.593,0.062,801,112,63.435,0.043,1.385,0.722,0.732
240,4D-C-Z4.tif,0.001,0.153,0.634,0.057,1006,111,29.055,0.041,1.444,0.693,0.722
241,4D-C-Z4.tif,0.002,0.186,0.561,0.082,356,104,137.726,0.039,1.991,0.502,0.729
242,4D-C-Z4.tif,0.002,0.234,0.438,0.092,261,105,147.265,0.041,2.753,0.363,0.667
243,4D-C-Z4.tif,0.007,0.369,0.624,0.129,667,115,160.017,0.097,1.275,0.784,0.826
244,4D-C-Z4.tif,0.009,0.403,0.710,0.129,748,105,129.806,0.109,1.236,0.809,0.880
245,4D-C-Z4.tif,0.001,0.141,0.827,0.055,851,105,143.130,0.037,1.344,0.744,0.827
246,4D-C-Z4.tif,0.007,0.395,0.535,0.136,995,129,75.964,0.094,1.524,0.656,0.779
247,4D-C-Z4.tif,0.003,0.278,0.482,0.103,53,123,64.799,0.059,1.696,0.590,0.772
248,4D-C-Z4.tif,0.002,0.200,0.659,0.077,934,106,111.038,0.044,1.612,0.620,0.826
249,4D-C-Z4.tif,0.001,0.144,0.772,0.052,26,107,147.995,0.039,1.220,0.820,0.848
250,4D-C-Z4.tif,0.006,0.434,0.408,0.148,511,119,26.565,0.093,1.550,0.645,0.653
251,4D-C-Z4.tif,0.003,0.231,0.796,0.084,836,113,168.690,0.061,1.268,0.789,0.855
252,4D-C-Z4.tif,0.006,0.362,0.536,0.126,72,109,118.811,0.069,1.959,0.510,0.837
253,4D-C-Z4.tif,0.001,0.136,0.884,0.054,130,113,23.962,0.033,1.468,0.681,0.896
254,4D-C-Z4.tif,0.002,0.178,0.731,0.070,472,114,18.435,0.039,2.080,0.481,0.836
255,4D-C-Z4.tif,0.007,0.376,0.633,0.154,204,112,145.176,0.070,2.293,0.436,0.833
256,4D-C-Z4.tif,0.011,0.475,0.609,0.180,324,115,167.661,0.103,1.578,0.634,0.847
257,4D-C-Z4.tif,0.003,0.264,0.503,0.100,372,113,170.538,0.055,2.342,0.427,0.724
258,4D-C-Z4.tif,0.002,0.178,0.791,0.066,780,119,41.634,0.047,1.507,0.664,0.852
