Data from tira_A_muestra_4_Transmission__0__8.txt Node

Date: Thu Apr 23 14:49:43 ART 2026
User: admin22
Spectrometer: USB4F06398
Trigger mode: 4
Integration Time (sec): 2.600000E0
Scans to average: 20
Electric dark correction enabled: true
Nonlinearity correction enabled: true
Boxcar width: 3
XAxis mode: Wavelengths
Number of Pixels in Spectrum: 3648
>>>>>Begin Spectral Data<<<<<
336.322	55.7894
336.763	70.00344
337.204	121.43965
337.644	143.60302
338.085	140.60656
338.526	707.02232
338.966	-118.22092
339.407	-108.41659
339.848	-70.4205
340.288	-243.04702
340.729	277.26694
341.169	121.62948
341.61	-25.17858
342.051	-147.72992
342.491	-3.75418
342.932	271.99945
343.372	85.49001
343.812	70.4112
344.253	59.26748
344.693	48.9366
345.134	45.71545
345.574	48.25518
346.014	47.87502
346.454	46.12202
346.895	44.45268
347.335	41.99923
347.775	44.32728
348.215	45.46351
348.656	45.65652
349.096	45.4217
349.536	46.38245
349.976	45.11524
350.416	48.05777
350.856	47.05757
351.296	46.89547
351.736	47.37865
352.176	45.29168
352.616	45.06743
353.056	45.64835
353.496	43.93608
353.936	43.79942
354.376	41.98326
354.815	39.62756
355.255	39.21749
355.695	36.84606
356.135	36.74167
356.575	34.69952
357.014	36.09489
357.454	37.44026
357.894	38.5934
358.333	39.01223
358.773	39.94805
359.213	39.80616
359.652	41.23132
360.092	40.53854
360.531	38.45344
360.971	37.581
361.41	38.6398
361.85	39.10753
362.289	39.81754
362.729	39.32516
363.168	39.94958
363.607	40.99786
364.047	39.94057
364.486	39.42344
364.925	38.11248
365.365	36.97926
365.804	37.10055
366.243	36.37445
366.682	36.09947
367.122	36.22411
367.561	35.57328
368	35.23144
368.439	35.33521
368.878	35.46077
369.317	35.21335
369.756	33.92227
370.195	34.30971
370.634	34.87313
371.073	35.37696
371.512	34.43348
371.951	33.34148
372.39	33.641
372.829	34.84145
373.268	34.25442
373.707	33.15311
374.145	33.39589
374.584	32.82223
375.023	31.94403
375.462	31.96348
375.9	32.15658
376.339	32.15616
376.778	33.19395
377.216	32.87681
377.655	33.93763
378.094	34.75012
378.532	34.61412
378.971	34.75993
379.409	35.0917
379.848	34.95381
380.286	35.18888
380.725	36.16295
381.163	36.27605
381.602	36.47026
382.04	35.96648
382.478	35.60491
382.917	34.74153
383.355	34.5637
383.793	34.2093
384.232	33.81834
384.67	34.27936
385.108	34.01188
385.546	33.95759
385.984	33.92537
386.423	34.10174
386.861	34.01928
387.299	34.72291
387.737	33.37594
388.175	32.66792
388.613	32.31842
389.051	32.39854
389.489	32.58199
389.927	32.00845
390.365	31.83959
390.803	32.50529
391.241	33.4336
391.679	34.13028
392.117	33.16356
392.554	32.26725
